brand,sub_brand,model_no,l_des,s_des,p_weight,p_len,p_width,p_height,weight,len,width,height,mrp,colour,warranty,url,a_1,a_2,a_3,a_4,a_5,a_6,img1,img2,img3
OnePlus,OnePlus,OnePlus 8 Pro,"OnePlus 8 Pro with 48MP rear camera with 4k video at 30/60 fps, 1080p video at 30/60 fps,  16MP front camera, 17.22 centimeters (6.78-inch) 120Hz fluid display with 3168 x 1440 pixels resolution,Memory, Storage & SIM: 8GB RAM | 128GB internal memory ",OnePlus 8 Pro Glacial Green 8GB RAM+128GB Storage,200,7.5,0.8,16.5,200,7.4,0.9,16.5,54999,Glacial Green,12,https://www.oneplus.in/oneplus-8-pro?from=8pro,Resolution : 3168 x 1440,"Cine aspect ratio video recording, video hdr, cat&dog face detect & focus, ultrashot hdr, nightscape, super micro, portrait, pro mode, panorama, ai scene detection, raw image, audio zoom, audio 3d, infrared photography camera","Memory, Storage & SIM: 8GB RAM | 128GB internal memory | Dual SIM (nano+nano) dual-standby (5G+5G)","Special features: Dual SIM, GPS, In-display fingerprint sensor, Accelerometer, Electronic compass, Gyroscope, Ambient light sensor, Proximity sensor, Sensor core",Other camera features 48MP+8MP+48MP+5MP,"Whats in the box: Handset, Warp Charge 30 Power Adapter, Warp Type-C Cable (Support USB 2.0), Quick Start Guide, Welcome Letter, Safety Information and Warranty Card, Logo Sticker, Case, Screen Protector (pre-applied), SIM Tray Ejector",https://drive.google.com/uc?export=view&id=1blFu4QT6ST4-D1y8Cq3U5pJCxXd2tbUa,https://drive.google.com/uc?export=view&id=1A5MUzkxdoROTQb08V83djS3YV4gAsQbe,https://drive.google.com/uc?export=view&id=16LVfC-K59DAoZ_TXMnVk37L1-ogKFivn 
OnePlus,OnePlus,OnePlus 7 Pro,"OnePlus 7 Pro  8GB RAM, Fluid AMOLED Display, 256GB Storage, 4000mAH Battery, Rear Camera - 48MP (Primary) + 8MP (Tele-photo)+16MP (Ultrawide) | Front Camera - 16 MP POP-UP Camera","OnePlus 7 Pro (Mirror Grey, 8GB RAM, Fluid AMOLED Display, 256GB Storage, 4000mAH Battery)",204,7.5,0.8,16.3,204,7.6,0.9,16.3,42999,Mirror Grey,12,https://www.oneplus.in/oneplus-7pro,Battery Power Rating: 4000,"Dual Sim, Front Camera, Touchscreen, USB, In-display Fingerprint sensor, Accelerometer, Electronic compass, Gyroscope, Ambient light sensor, Proximity sensor, Sensor core, Laser sensor","Memory, Storage and SIM: 8GB RAM | 256GB internal memory | Dual SIM dual-standby (4G+4G)",16.9 centimeters (6.67-inch) multi-touch capacitive touchscreen with 3120 x 1440 pixels resolution,Rear Camera - 48MP (Primary) + 8MP (Tele-photo)+16MP (Ultrawide) | Front Camera - 16 MP POP-UP Camera,"Box also includes: Power Adapter, Type-C Cable (Support USB 2.0), Quick Start Guide, Welcome Letter, Safety Information and Warranty Card, Logo Sticker, Case, Screen Protector (pre-applied) and SIM Tray Ejector",https://drive.google.com/uc?export=view&id=1CtZTjPmZ5maxDibCLwfh_RXC_olYmwex,https://drive.google.com/uc?export=view&id=1EUNLYOTMujKZJk5PtzXn4NYpvKutoTz8,https://drive.google.com/uc?export=view&id=1x8YNmz2gvuoi-GVBH1z-n-yMW_p3vMNb 
OnePlus,OnePlus,OnePlus 6,"8GB RAM, 256GB Storage , Display: 15.95 centimeters (6.28-inch) Full HD+ Optic AMOLED display with 2280x1080 pixels and 19:9 aspect ratio","OnePlus 6 (Midnight Black, 8GB RAM, 256GB Storage)",177,7.5,0.8,15.6,177,7.5,0.7,15.6,43999,Black,12,https://www.oneplus.in/6,"Camera: 20+16 MP Dual rear camera with Optical image stabilization, Super slow motion, Portrait mode | 16 MP front camera ; Face Unlock, Fingerprint scanner, Water Resistant","Memory, Storage & SIM: 8GB RAM | 256GB storage | Dual nano SIM with dual standby (4G+4G)",2.5D Corning Gorilla Glass 5,Dual SIM;GPS;Music Player;Video Player;;Fingerprint sensor;Hall sensor;Accelerometer;Gyroscope;Proximity sensor;RGB Ambient light sensor;eCompass;Sensor hub;E-mail,"16MP (Front camera), Battery Power Rating 3300","Whats in the box: Handset, Screen Protector (pre-applied), Translucent Case, Dash Type-C Cable, Dash Power Adapter, SIM Tray Ejector, Quick Start Guide and Safety Information",https://drive.google.com/uc?export=view&id=1DNU5xzO2OyNoDgjENrJAEr9n8pPJZAtM,https://drive.google.com/uc?export=view&id=1pIBV-SxNYqHI8wMZ1N3-bzSQ4rg4abSJ,https://drive.google.com/uc?export=view&id=1rxM8T7WX3nQh3Jdk25I_OKh8MeKK31qq 
OnePlus,OnePlus,OnePlus 6T,"Experience a 6.41 inch Optic AMOLED display for true immersion through an 86% screen-to-body ratio, beautifully slim cut-out, Unlock your OnePlus 6T with the fastest in-display fingerprint sensor on any smartphone","OnePlus 6T McLaren Limited Edition (Speed Orange, 10GB RAM,256GB Storage)",150,7.5,0.8,15.8,150,7.5,0.8,15.8,49599,Orange,12,https://www.oneplus.in/6t/mclaren,"Camera: 16+20 MP Dual rear camera with Optical Image Stabilization, Super slow motion, Nightscape and Studio Lighting | 16 MP front camera",Display: 6.41-inch(16.2 cms) Full HD+ Optic AMOLED display with 2340 x 1080 pixels resolution and an 86% screen-to-body ratio,"Memory, Storage & SIM: 10GB RAM | 256GB storage | Dual nano SIM with dual standby (4G+4G)",Screen Unlock: In-screen fingerprint sensor. The OnePlus 6T unlocks in 0.34s for a seamless and intuitive unlock experience,Battery : 3700 mAh lithium-polymer battery with Fast Charge technology,Included in the Box: Screen Protector (pre-applied); Translucent Case; OnePlus Fast Charge Type-C Cable; OnePlus Fast Charge Power Adapter; SIM Tray Ejector; Quick Start Guide; Safety Information; OnePlus Type-C to 3.5mm Audio Jack Adapter,https://drive.google.com/uc?export=view&id=1kCOsKUiEhPOE0VbmDx6Tan3UXnjEx8S2,https://drive.google.com/uc?export=view&id=1HN_tGrE4UwHL9Ro5QTG2viW3qRokHZeJ,https://drive.google.com/uc?export=view&id=1QXc-esyw1C0wibYcfE5c24wFuf4i_ZZm 
OnePlus,OnePlus,OnePlus 5T,"OnePlus 5T  6GB RAM, 64GB Storage, Memory, Storage & SIM: 4GB RAM | 64GB storage | Dual nano SIM with dual standby (4G+4G)","OnePlus 5T (Midnight Black, 6GB RAM, 64GB Storage)",163,7.5,0.8,15.6,163,7.5,0.7,15.6,31499,Midnight Black,12,https://www.oneplus.in/support/spec/oneplus-5t,16MP (Front camera),Display: 15.26 centimeters (6.01-inch) Full HD+ capacitive touchscreen Optic AMOLED display with 2160x1080 pixels and 18:9 aspect ratio | 2.5D Corning Gorilla Glass 5,,"Memory, Storage & SIM: 4GB RAM | 64GB storage | Dual nano SIM with dual standby (4G+4G)","Dual SIM, GPS, Music Player, Video Player, E-mail","Included in box: Screen protector (pre-applied), Translucent case, Dash Type-C cable, Dash power adaptor",https://drive.google.com/uc?export=view&id=1qg_ZzUHrDNx4tQZWAVkRvDA6iIT0-yW8,https://drive.google.com/uc?export=view&id=1bss0GaIp9aHpLaZ_FsZ8zCd9SAm8OjqL,https://drive.google.com/uc?export=view&id=1LUWqoDLIhbXYHELtrTv8ES88wqpNQ_mf 
OnePlus,OnePlus,OnePlus 8,"OnePlus 8 with 8GB RAM+128GB Storage,Dual SIM (nano+nano) dual-standby (5G+5G)",OnePlus 8 (Onyx Black 8GB RAM+128GB Storage),181,7.5,0.8,16,181,7.3,0.8,16,44999,Onyx Black,12,https://www.oneplus.in/oneplus-8,Resolution : 2400 x 1080,"Special features: serial_number, Dual SIM, GPS",Super slow motion: 720p video at 480 fps,Other camera features : 48MP+2MP+16MP,Battery Power Rating 4300,"Whats in the box : Handset, Warp Charge 30 Power Adapter, Warp Type-C Cable (Support USB 2.0), Quick Start Guide, Welcome Letter, Safety Information and Warranty Card, LOGO Sticker, Case, Screen Protector (pre-applied), SIM Tray Ejector",https://drive.google.com/uc?export=view&id=1lQLiODicznGPC2k0TTQQdEMrI2HT0k1t,https://drive.google.com/uc?export=view&id=1ycsVdpTxabO5uFFCz0NiTDYk7MGSHHR9,https://drive.google.com/uc?export=view&id=1rRJaFySsRv_v4G2ZnRE1kwZ6M6VJQ-oQ 
OnePlus,OnePlus,OnePlus 8,"OnePlus 8 with 8GB RAM+128GB Storage,Dual SIM (nano+nano) dual-standby (5G+5G)",OnePlus 8 ( Interstellar Glow 8GB RAM+128GB Storage),181,7.5,0.8,16,181,7.3,0.8,16,44999,Interstellar Glow,12,https://www.oneplus.in/oneplus-8,Resolution : 2400 x 1080,"Special features: serial_number, Dual SIM, GPS",Super slow motion: 720p video at 480 fps,Other camera features : 48MP+2MP+16MP,Battery Power Rating 4300,"Whats in the box : Handset, Warp Charge 30 Power Adapter, Warp Type-C Cable (Support USB 2.0), Quick Start Guide, Welcome Letter, Safety Information and Warranty Card, LOGO Sticker, Case, Screen Protector (pre-applied), SIM Tray Ejector",https://drive.google.com/uc?export=view&id=1s5q5PYMN71vdsJa7Zcb6wv5uaejpvD7w,https://drive.google.com/uc?export=view&id=1kS611eiCxgbH-FjnA1FfA0e4NglQa4bT,https://drive.google.com/uc?export=view&id=1VctUWGtM8E32Ahux3ISsphAATLgyxFIK 
OnePlus,OnePlus,OnePlus 7T Pro,"OnePlus 7T Pro 8GB RAM, Fluid AMOLED Display, 256GB Storage, 4085mAH Battery, 48+8+16MP triple rear camera with telephoto lens + ultrawide angle lens","OnePlus 7T Pro (Haze Blue, 8GB RAM, Fluid AMOLED Display, 256GB Storage, 4085mAH Battery)",204,7.5,0.8,16.3,204,7.6,0.9,16.3,42999,Haze Blue,12,https://www.oneplus.in/oneplus-7pro,"16MP front camera with 4K video capture @ 30/60 FPS, ultrashot, nightscape, portrait, pro mode, panorama, HDR, AI scene detection, RAW image",16.94 centimeters (6.67 inch) 90Hz fluid display with 3120 x 1440 pixels resolution and 516 ppi pixel density,"Memory, Storage & SIM: 8GB RAM | 256GB internal memory | Dual SIM (nano+nano) dual-standby (4G+4G)",16.9 centimeters (6.67-inch) multi-touch capacitive touchscreen with 3120 x 1440 pixels resolution,4085mAH lithium-ion battery,"Box also includes: Power Adapter, Type-C Cable (Support USB 2.0), Quick Start Guide, Welcome Letter, Safety Information and Warranty Card, Logo Sticker, Case, Screen Protector (pre-applied) and SIM Tray Ejector",https://drive.google.com/uc?export=view&id=1DWXnWni9X8y1YGq1-EHuJ1zRi5paCBvP,https://drive.google.com/uc?export=view&id=1VVFOgLpglpl9a21cVTHVnzCrJmhPucl9,https://drive.google.com/uc?export=view&id=1KGsVZ_bNWm92RGnNkQra6hkPvTXsR2Z4 
Apple,Iphone , iPhone XR,"6.1-inch (15.5 cm) Liquid Retina HD LCD display, Water and dust resistant (1 meter for up to 30 minutes, IP67)",Apple iPhone XR (128GB) - Black,194,8.3,75.7,150.9,194,8.3,75.7,150.9,57800,Black,12,https://www.apple.com/in/iphone-xr/specs/,"Single 12MP Wide camera with Portrait mode, Portrait Lighting, Depth Control, Smart HDR, and 4K video up to 60fps","7MP TrueDepth front camera system with Portrait mode, Portrait Lighting, Depth Control, and 1080p video",Face ID for secure authentication and Apple Pay,Talk time (wireless): Up to 25 hours; Internet use: Up to 15 hours; Video playback (wireless): Up to 16 hours,"iOS 13 with Dark Mode, new tools for editing photos and video, and brand new privacy features","Whats in the box: iPhone with iOS 12, EarPods with Lightning Connector, Lightning to USB Cable, USB Power Adapter, Documentation",https://drive.google.com/uc?export=view&id=1xY5xbYpGb7DHoGjwGm5XKrKv1Ps2tzNL,https://drive.google.com/uc?export=view&id=1q9kAx5Y86tMJRBnT3oOpkSgfKzbynOL9,https://drive.google.com/uc?export=view&id=1H3hPGu9ELLLDtXFbzwJ2qqdt6Xn4oeIV 
Apple,Iphone , iPhone 11,"6.1-inch (15.5 cm) Liquid Retina HD LCD display, Water and dust resistant (2 meters for up to 30 minutes, IP68)",Apple iPhone 11 (64GB) - White,194,8.3,75.7,150.9,194,8.3,75.7,150.9,67300,White,12,https://www.apple.com/in/iphone-11/,"Dual-camera system with 12MP Ultra Wide and Wide cameras; Night mode, Portrait mode, and 4K video up to 60fps","12MP TrueDepth front camera with Portrait mode, 4K video, and Slo-Mo",Face ID for secure authentication and Apple Pay,"iOS13 with Dark Mode, new tools for editing photos and video, and brand new privacy features",A13 Bionic chip with third-generation Neural Engine,"Whats in the box: iPhone, EarPods with Lightning Connector, Lightning to USB Cable, 5W USB Power Adapter, Documentation",https://drive.google.com/uc?export=view&id=1cJgryDpoMzYRlWcSIjgdkO6QShg-IElA,https://drive.google.com/uc?export=view&id=1cJgryDpoMzYRlWcSIjgdkO6QShg-IElA,https://drive.google.com/uc?export=view&id=1Nzfv0Lkg-px4ZJWaEd6r0H7UzZ6xDVi9 
Apple,Iphone , iPhone XR,"6.1-inch (15.5 cm) Liquid Retina HD LCD display, Water and dust resistant (1 meter for up to 30 minutes, IP67)",Apple iPhone XR (64GB) - Red,194,8.3,75.7,150.9,194,8.3,75.7,150.9,52500,Red,12,https://www.apple.com/in/iphone-xr/specs/,"Single 12MP Wide camera with Portrait mode, Portrait Lighting, Depth Control, Smart HDR, and 4K video up to 60fps","7MP TrueDepth front camera system with Portrait mode, Portrait Lighting, Depth Control, and 1080p video",Face ID for secure authentication and Apple Pay,Talk time (wireless): Up to 25 hours; Internet use: Up to 15 hours; Video playback (wireless): Up to 16 hours,"iOS 13 with Dark Mode, new tools for editing photos and video, and brand new privacy features","Whats in the box: iPhone with iOS 12, EarPods with Lightning Connector, Lightning to USB Cable, USB Power Adapter, Documentation",https://drive.google.com/uc?export=view&id=1zmxD3CO58josN1xBYI9doUflaP49thhP,https://drive.google.com/uc?export=view&id=1xzzOIn2hbTCN888jhMyirsa6lmk90l3o,https://drive.google.com/uc?export=view&id=1893Kh4i8O8aRq5QwwgMtm0w4NIE1Lu3q 
Apple,Iphone , iPhone 11 Pro Max,"6.5-inch (16.5 cm) Super Retina XDR OLED displa,  Triple-camera system with 12MP Ultra Wide, Wide, and Telephoto cameras",Apple iPhone 11 Pro Max (64GB) - Midnight Green,226,8.3,75.7,158,226,8.1,77.8,158,"1,17,100.00",Midnight Green,12,https://www.apple.com/in/iphone-11-pro/?&mnid=sQ1RfLkBS-dc_mtid_20925gyh65756_pcrid_438850948507_pgrid_97621587257_&mtid=20925gyh65756&aosid=p238&cid=wwa-in-kwgo-iphone-slid--Brand-iPhone%2011%20Pro-Evergreen-&anonymizeip=set,"12MP TrueDepth front camera with Portrait Mode, 4K video, and Slo-Mo",Face ID for secure authentication and Apple Pay,"A13 Bionic chip with third-generation Neural Engine, Fast charge with 18W adapter included",Wireless charging,"iOS13 with Dark Mode, new tools for editing photos and video, and brand new privacy features","Box includes: iPhone, EarPods with Lightning Connector, Lightning to USB Cable, 5W USB Power Adapter, Documentation",https://drive.google.com/uc?export=view&id=1FhM7ekpxAJg2osJ9cI0-defEbWGNMCy5,https://drive.google.com/uc?export=view&id=13AlRhFDsNHXHdZPZsAUJyvn3_Dw7xvxS,https://drive.google.com/uc?export=view&id=1_iVmPoISk7pdk7AJvBUrtjNDvVtKxp19 
Apple,Iphone ,iPhone Xs,"5.8-inch Super Retina display (OLED) with HDR1, 12MP dual cameras with dual OIS and 7MP TrueDepth front camera",Apple iPhone Xs (256GB) - Silver,177,8.3,75.7,143.6,177,7.7,70.9,143.6,"70,900",Silver,12,https://www.apple.com/in/iphone/,IP68 dust and water resistant (maximum depth of 2 metres up to 30 minutes)2,Face ID for secure authentication3,A12 Bionic with next-generation Neural Engine,Wireless chargingæworks with Qi chargers,"iOS 12 with Memoji, Screen Time, Siri Shortcuts, and Group FaceTime","Box Includes: iPhone with iOS 12, EarPods with Lightning Connector, Lightning to USB Cable, USB Power Adapter, Documentation",https://drive.google.com/uc?export=view&id=1rI5mJul4Eog2LH661PWWxm6zb4WhSdPi,https://drive.google.com/uc?export=view&id=1l8J3xISdfrc0qWVorlEHJCjGWHCCAHv4,https://drive.google.com/uc?export=view&id=1ZyRukhyoCYa4jYDWzCgfGEmm1n3gSp3z 
Apple,Iphone ,iPhone 11 Pro,"5.8-inch (14.7 cm) Super Retina XDR OLED display, Water and dust resistant (4 meters for up to 30 minutes, IP68)",Apple iPhone 11 Pro (64GB) - Space Grey,188,8.3,75.7,144,188,8.1,71.4,144,106600,Space Grey,12,https://www.apple.com/in/iphone-11-pro/,"Triple-camera system with 12MP Ultra Wide, Wide, and Telephoto cameras; Night mode, Portrait mode, and 4K video up to 60fps","12MP TrueDepth front camera with Portrait mode, 4K video, and Slo-Mo",Face ID for secure authentication and Apple Pay,A13 Bionic chip with third-generation Neural Engine,Wireless charging,"Box includes: iPhone, EarPods with Lightning Connector, Lightning to USB Cable, 5W USB Power Adapter, Documentation",https://drive.google.com/uc?export=view&id=1DUZK0RndfA6z9Il-8OynoMzCFT2yB7ZU,https://drive.google.com/uc?export=view&id=1kgWaeX5jf5nt-hAc50HtgCr3yDwBe-Jv,https://drive.google.com/uc?export=view&id=1ipX-qCkNB6pLjADE7OBz3j1txhz3Gjk0 
Apple,Iphone ,iPhone 11 Pro Max,"6.5-inch (16.5 cm) Super Retina XDR OLED displa,  Triple-camera system with 12MP Ultra Wide, Wide, and Telephoto cameras",Apple iPhone 11 Pro Max (256GB) - Space Grey,226,8.3,75.7,158,226,8.1,77.8,158,"1,31,900.00",Space Grey,12,https://www.apple.com/shop/buy-iphone/iphone-11-pro,"Triple-camera system with 12MP Ultra Wide, Wide, and Telephoto cameras; Night mode, Portrait mode, and 4K video up to 60fps","12MP TrueDepth front camera with Portrait Mode, 4K video, and Slo-Mo",A13 Bionic chip with third-generation Neural Engine,Fast charge with 18W adapter included,"iOS13 with Dark Mode, new tools for editing photos and video, and brand new privacy features","Box includes: iPhone, EarPods with Lightning Connector, Lightning to USB Cable, 5W USB Power Adapter, Documentation",https://drive.google.com/uc?export=view&id=1c_CtfHOyUSpmE7h8wrX4C4ajeygreLMB,https://drive.google.com/uc?export=view&id=1od-RFD4EaM8aSLi0bwfXW0TBEllPLKZc,https://drive.google.com/uc?export=view&id=1EUgOTgCVYHa8TH0yoO3rImm5kZFbKPzk 
Apple,Iphone , iPhone 7,"4.7-inch Retina HD LCD display, Water and dust resistant (1 meter for up to 30 minutes, IP67)",Apple iPhone 7 (32GB) - Black,138,8.3,75.7,138.3,138,7.1,67.1,138.3,31500,Black,12,https://www.apple.com/newsroom/2016/09/apple-introduces-iphone-7-iphone-7-plus/,Single 12MP Wide camera with Auto HDR and 4K video up to 30fps,7MP FaceTime HD camera with 1080p video,Touch ID for secure authentication and Apple Pay,A10 Fusion chip,"iOS 13 with Dark Mode, new tools for editing photos and video, and brand new privacy features","Box Includes: EarPods with Lightning Connector, iPhone, Lightning to USB Cable, 5W USB Power Adapter",https://drive.google.com/uc?export=view&id=1NEvFfcn6uScP_tvDS_9yDpgM_aDTUInW,https://drive.google.com/uc?export=view&id=1f8OUgin7WcdqES10nmEE41vPvv5-Wali,https://drive.google.com/uc?export=view&id=1r74Zprbb1QK-z42akUv1yWjfrp1qKlFM 
Apple,Iphone , iPhone 7 Plus,"5.5-inch (diagonal) Retina HD 3D Touch capacitive touchscreen display and home button with 1920x1080 resolution and wide colour, Splash, water and dust resistant",Apple iPhone_7 Plus (128GB) - Rose Gold,188,8.3,75.7,158.2,188,7.3,77.9,158.2,38900,Rose Gold,12,https://www.apple.com/newsroom/2016/09/apple-introduces-iphone-7-iphone-7-plus/,"12MP primary cameras with optical zoom at 2x, digital zoom up to 10x, optical image stabilisation","Quad-LED True Tone flash and Live Photos, 4K video recording at 30 fps and slow-motion video recording in 1080p at 120 fps",7MP front facing FaceTime HD camera with Retina Flash,"iOS 10 and iCloud operating system with A10 Fusion chip with integrated M10 motion coprocessor, 128GB internal memory and single Nano-SIM",Non-removable Li-Ion 2900 mAh battery (11.1 Wh) providing talktime up to 21 hours and 384 hours on 3G network,"Box Includes: EarPods with Lightning Connector, iPhone, Lightning to USB Cable, 5W USB Power Adapte",https://drive.google.com/uc?export=view&id=1qtjqXeGjBDTbhy5DWIek5Y1cEcXQ_IUP,https://drive.google.com/uc?export=view&id=1N4HPjA0dxcR-0_PVZ8woL6LKF8JRHIu2,https://drive.google.com/uc?export=view&id=1DH6l0qEmHALVML3JeSEWNWXhUFtWfvE7 
Apple,Iphone , iPhone 7 Plus,"5.5-inch (diagonal) Retina HD 3D Touch capacitive touchscreen display and home button with 1920x1080 resolution and wide colour, Splash, water and dust resistant",Apple iPhone_7 Plus (128GB) - Gold,188,8.3,75.7,158.2,188,7.3,77.9,158.2,36998,Gold,12,https://www.apple.com/newsroom/2016/09/apple-introduces-iphone-7-iphone-7-plus/,"12MP primary cameras with optical zoom at 2x, digital zoom up to 10x, optical image stabilisation","Quad-LED True Tone flash and Live Photos, 4K video recording at 30 fps and slow-motion video recording in 1080p at 120 fps",7MP front facing FaceTime HD camera with Retina Flash,"iOS 10 and iCloud operating system with A10 Fusion chip with integrated M10 motion coprocessor, 128GB internal memory and single Nano-SIM",Non-removable Li-Ion 2900 mAh battery (11.1 Wh) providing talktime up to 21 hours and 384 hours on 3G network,"Box Includes: EarPods with Lightning Connector, iPhone, Lightning to USB Cable, 5W USB Power Adapte",https://drive.google.com/uc?export=view&id=1cG_rZSKzAW42lKZufWz-MQ1ZGQb9yH6k,https://drive.google.com/uc?export=view&id=16vaJPAu4nMpM9SR-pqyDQi-femm_DiCj,https://drive.google.com/uc?export=view&id=1rMUe_XajqiCBFOvH7XjcMcXgEhmmSZSG 
HP,HP Spectre,15-eb0034tx,"HPs most powerful Spectre convertible yet looks stunning and runs smooth with a jaw-dropping high definition, near-borderless display and long battery life that takes you from day to night. Add in the security features you need for peace of mind and this stylish powerhouse has everything you need to power through.",HP Spectre x360 Laptop - 15-eb0034tx,1.27,30.6,1.7 cm,19.5,1.27,30.6,1.7 cm,19.5,159999,Black,12,https://store.hp.com/in-en/default/hp-spectre-x360-laptop-15-eb0034tx-152v6pa.html,"1.1GHz Intel i5-1035G4 10th Gen processor, 8GB DDR4 RAM, 512GB SSD, 13-inch screen, Intel Iris Plus Graphics","2 Thunderbolt_ 3 (40Gbps signaling rate) with SuperSpeed USB Type-C‘ 10Gbps signaling rate (USB Power Delivery, DisplayPort_ 1.4, HP Sleep and Charge); 1 SuperSpeed USB Type-A 10Gbps signaling rate (HP Sleep and Charge); 1 HDMI 2.0b; 1 AC smart pin; 1 headphone/microphone combo","Windows 10, Home operating system",Maximum Display Resolution 1920 x 1080 (Full HD),,,https://drive.google.com/uc?export=view&id=1hT85zcTNT1Iau-V4PnhzFnjvHVL2Wx_F,https://drive.google.com/uc?export=view&id=1OBPcsUwWeZ02krTceNgRmnLxCJ1AZYeA,https://drive.google.com/uc?export=view&id=1U9kVRLLa5h8jS0Kwsh2wEPb-dKifMzYc
HP,HP Spectre,13-aw0205tu,"The HP 33.78 cm (13.3 inch) Spectre x360 Laptop makes you work like a pro thanks to the 10th generation Intel Core i5 processor, 8 GB RAM and 512 GB SSD storage. The Core i5 processor works with a clock speed of 1.1 GHz that rockets to the speed of 3.7 GHz with Intelês Turbo Boost Technology.",HP 33.78 cm (13.3 inch) Spectre x360 Laptop (10th Gen Core i5/1.1 GHz/8 GB/512 GB),1.27,19.45,1.69,30.6,1.27,19.45,1.69,30.6,"1,64,999",Black,12,https://store.hp.com/in-en/default/hp-spectre-x360-13-aw0205tu-9jb00pa.html,13.3 inch diagonal FHD micro-edge WLED-backlit Display,"Intel Core i5-1035G4 Processor, Multitouch-enabled Display",Windows 10 Home Single Language 64 OS,"Intel Iris Plus Graphics, microSD media card reader","Intel Integrated SoC Chipset, Convertible Form factor",Screen Resolution1920 x 1080 - FHD,https://drive.google.com/uc?export=view&id=1dKxBl0MeRpqUKvH7FkdHqvtJ3ThKCOZa,https://drive.google.com/uc?export=view&id=1G48lAdDW8bb5Z_TmCq55ipwgOVyOYSLm,https://drive.google.com/uc?export=view&id=1DPFMa0nouQyCsXrn2Aw_I7NaCbdXDe8W
HP,HP ENVY,13-ay0045au,"The power to bring your creations to life with an AMD Ryzen Series Processor[1] with Radeon Graphics, a long battery life, ample SSD storage and HP Command Center, you get performance to meet your creative needs",HP ENVY x360 Laptop - 13-ay0045au,1.27,30.7,1.5,21.2,1.27,30.7,1.58,21.2,"79,999",Black,12,https://store.hp.com/in-en/default/hp-envy-x360-laptop-13-ay0045au-3l999pa.html,"AMD Ryzen_ 5 4500U (2.3 GHz base clock, up to 4.0 GHz max boost clock, 3 MB L2 cache, 6 cores)",Windows 10 Home Single Language 64 Plus,"1 SuperSpeed USB Type-C‘ 10Gbps signaling rate (USB Power Delivery, DisplayPort_ 1.4, HP Sleep and Charge); 1 SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 SuperSpeed USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 headphone/microphone combo",512 GB PCIe‘ NVMe_ M.2 SSD,8 GB DDR4-3200 SDRAM (onboard),"33.78 cm(13.3) diagonal FHD, IPS, BrightView, micro-edge, WLED-backlit, multitouch-enabled, edge-to-edge glass with Corning‘ Gorilla‘ Glass NBT_, 400 nits, 100% sRGB (1920 x 1080)",https://drive.google.com/uc?export=view&id=1-99HDKmtFWdVwafI-ywRGW7p7iw71X_C,https://drive.google.com/uc?export=view&id=1u3EPO0HrfYu22tCLnwfibBGKEkj2cd87,https://drive.google.com/uc?export=view&id=1i3vy6kw0BLek3P0kdyINEnHlSA4u_6ZH
HP,HP EliteBook,1030 G4,"The number of devices you need to make an impact is one. Create and present your vision of success on the HP EliteBook x360 1030 with four use modes to get work done, share content, and enjoy some downtime.",HP EliteBook x360 1030 G4 Notebook PC,1.27,30.58,1.58,20.5,1.27,30.58,1.58,20.5,176991,Silver,12,https://store.hp.com/in-en/default/hp-elitebook-x360-1030-g4-notebook-pc-8vz70pa.html,"Intel Core i7-8565U with Intel‘ UHD Graphics 620 (1.8 GHz base frequency, up to 4.6 GHz with Intel‘ Turbo Boost Technology, 8 MB cache, 4 cores)",Windows 10 Pro 64,8GB DDR4 RAM (onboard),512 GB PCIe‘ NVMe_ M.2 SSD,Intel‘ UHD Graphics 620,2 Thunderbolt_ (USB Type-C_ connector); 1 USB 3.1 Gen 1 (charging); 1 headphone/microphone combo; 1 HDMI 1.4; 1 External Nano SIM slot for WWAN,https://drive.google.com/uc?export=view&id=1n-meYReKpB1g0ITOYIV9IKxmshFW5GPH,https://drive.google.com/uc?export=view&id=1snmFhEP8NtE39nWc0hbLpbuMcdOWDEvQ,https://drive.google.com/uc?export=view&id=1aMxQCxNNfpB-zEqYjpfO4K2noLXZ7e_q
